0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27
 Yes, you have to see it. I hope I've helped you out? yes you did thanks a lot| Hello! What kind of movie are you in the mood for today? Anything in particular that you like? Favorite actor or actress? Hello| i love tom cruse Oh, yes. He's great!| [ITEM]| oh [ITEM] was my favorite I loved the movie [ITEM] . I loved his bad boy type of character dealing with personal issues.| Oh, and [ITEM] . Scary fun! i have watched those two| i really love them im a big fan so i hava watched a lot of movies with him :D Cool! I love the music from [ITEM] . Of course, that movie catapulted him to success.| And, you can't leave out [ITEM] . Sexy fun. Have you seen those two? I'm sure you've seen [ITEM] at the very least. I havent seen the second one, but [ITEM] of course its a classic| Thanks i will try [ITEM] [ITEM] has the famous underwear scene where he's lip syncing to Old Time Rock and Roll.|||||||||||||||||||
 bye!| Hello! What kind of movie are you in the mood for today? Anything in particular that you like? Favorite actor or actress? Hello| i love tom cruse Oh, yes. He's great!| [ITEM]| oh [ITEM] was my favorite I loved the movie [ITEM] . I loved his bad boy type of character dealing with personal issues.| Oh, and [ITEM] . Scary fun! i have watched those two| i really love them im a big fan so i hava watched a lot of movies with him :D Cool! I love the music from [ITEM] . Of course, that movie catapulted him to success.| And, you can't leave out [ITEM] . Sexy fun. Have you seen those two? I'm sure you've seen [ITEM] at the very least. I havent seen the second one, but [ITEM] of course its a classic| Thanks i will try [ITEM] [ITEM] has the famous underwear scene where he's lip syncing to Old Time Rock and Roll.| Yes, you have to see it. I hope I've helped you out? yes you did thanks a lot| have a nice day ! :D Thank you ! Have a nice day! Goodbye!|||||||||||||||||
 how are you| hi Hello!||||||||||||||||||||||||||
 i do| hi Hello!| how are you| Do you like horror movies||||||||||||||||||||||||
 Have you seen [ITEM] or [ITEM] i have| hi Hello!| how are you| Do you like horror movies| i do| i am fine thanks, you?||||||||||||||||||||||
 i enjoyed that series| hi Hello!| how are you| Do you like horror movies| i do| i am fine thanks, you?| Have you seen [ITEM] or [ITEM] i have| One of the best horrors, i think||||||||||||||||||||
 have you seen [ITEM] i have. it's fun and different!| hi Hello!| how are you| Do you like horror movies| i do| i am fine thanks, you?| Have you seen [ITEM] or [ITEM] i have| One of the best horrors, i think| i enjoyed that series| i also liked [ITEM] hm i havent that one :D||||||||||||||||||
 I do! Especially some of the scary classics, like [ITEM] .| Hello! Hello!| I love great old classics you?|||||||||||||||||||||||||
 I don't think I'm in the mood for that, though. I was thinking of going to see a movie at the theaters. Do you have a suggestion?| Hello! Hello!| I love great old classics you?| I do! Especially some of the scary classics, like [ITEM] .| That was a great one|||||||||||||||||||||||
 Maybe something funny.| Hello! Hello!| I love great old classics you?| I do! Especially some of the scary classics, like [ITEM] .| That was a great one| I don't think I'm in the mood for that, though. I was thinking of going to see a movie at the theaters. Do you have a suggestion?| oh yes let me think..|||||||||||||||||||||
 I haven't seen [ITEM] . I did love the first one.| Hello! Hello!| I love great old classics you?| I do! Especially some of the scary classics, like [ITEM] .| That was a great one| I don't think I'm in the mood for that, though. I was thinking of going to see a movie at the theaters. Do you have a suggestion?| oh yes let me think..| Maybe something funny.| I mean, maybe something funny would be nice. Have you seen [ITEM] or the new [ITEM]|||||||||||||||||||
 i havent heard of anything I love the previews for [ITEM] .| Hello! Hello!| I love great old classics you?| I do! Especially some of the scary classics, like [ITEM] .| That was a great one| I don't think I'm in the mood for that, though. I was thinking of going to see a movie at the theaters. Do you have a suggestion?| oh yes let me think..| Maybe something funny.| I mean, maybe something funny would be nice. Have you seen [ITEM] or the new [ITEM]| I haven't seen [ITEM] . I did love the first one.| I wonder if people like [ITEM] ? Have you heard any feedback? Actually not|||||||||||||||||
 It is? I didn't realize that.| Hello! Hello!| I love great old classics you?| I do! Especially some of the scary classics, like [ITEM] .| That was a great one| I don't think I'm in the mood for that, though. I was thinking of going to see a movie at the theaters. Do you have a suggestion?| oh yes let me think..| Maybe something funny.| I mean, maybe something funny would be nice. Have you seen [ITEM] or the new [ITEM]| I haven't seen [ITEM] . I did love the first one.| I wonder if people like [ITEM] ? Have you heard any feedback? Actually not| i havent heard of anything I love the previews for [ITEM] .| But, I might just leave the kid at home and go see [ITEM] . It would be a fun one to watch. i know its a comedy, but the imdb rating is so low :D|||||||||||||||
 have a nice nightout! That's disappointing! It might be one of those where the previews show the only funny moments.| Hello! Hello!| I love great old classics you?| I do! Especially some of the scary classics, like [ITEM] .| That was a great one| I don't think I'm in the mood for that, though. I was thinking of going to see a movie at the theaters. Do you have a suggestion?| oh yes let me think..| Maybe something funny.| I mean, maybe something funny would be nice. Have you seen [ITEM] or the new [ITEM]| I haven't seen [ITEM] . I did love the first one.| I wonder if people like [ITEM] ? Have you heard any feedback? Actually not| i havent heard of anything I love the previews for [ITEM] .| But, I might just leave the kid at home and go see [ITEM] . It would be a fun one to watch. i know its a comedy, but the imdb rating is so low :D| It is? I didn't realize that.| Im happy that i helped|||||||||||||
 i love classic movies| Hello Hello! What kind of movies aree you into?||||||||||||||||||||||||||
 I re-watched [ITEM] recently Maybe [ITEM] is a good reference| Hello Hello! What kind of movies aree you into?| i love classic movies| do you know some good ones I know lots of movies. Any particular genre you are in the mood for? Horror? Comedy?||||||||||||||||||||||||
 Thats a great move myagi-son| Hello Hello! What kind of movies aree you into?| i love classic movies| do you know some good ones I know lots of movies. Any particular genre you are in the mood for? Horror? Comedy?| I re-watched [ITEM] recently Maybe [ITEM] is a good reference| We saw it again because we have been watching that new show Cobra Kai which is fantastic.||||||||||||||||||||||
 something else probably| Hello Hello! What kind of movies aree you into?| i love classic movies| do you know some good ones I know lots of movies. Any particular genre you are in the mood for? Horror? Comedy?| I re-watched [ITEM] recently Maybe [ITEM] is a good reference| We saw it again because we have been watching that new show Cobra Kai which is fantastic.| Thats a great move myagi-son| :D I love [ITEM] . If you like that movie, you'd love [ITEM] or [ITEM] .||||||||||||||||||||
 what is it about?| Hello Hello! What kind of movies aree you into?| i love classic movies| do you know some good ones I know lots of movies. Any particular genre you are in the mood for? Horror? Comedy?| I re-watched [ITEM] recently Maybe [ITEM] is a good reference| We saw it again because we have been watching that new show Cobra Kai which is fantastic.| Thats a great move myagi-son| :D I love [ITEM] . If you like that movie, you'd love [ITEM] or [ITEM] .| something else probably| oh i havent seen [ITEM] Hitchcock was a master at scaring the pants off folks, of course.||||||||||||||||||
 You would probably like something from Stephen King. I would recommend [ITEM] . i think thats a great choice for me!| Hello Hello! What kind of movies aree you into?| i love classic movies| do you know some good ones I know lots of movies. Any particular genre you are in the mood for? Horror? Comedy?| I re-watched [ITEM] recently Maybe [ITEM] is a good reference| We saw it again because we have been watching that new show Cobra Kai which is fantastic.| Thats a great move myagi-son| :D I love [ITEM] . If you like that movie, you'd love [ITEM] or [ITEM] .| something else probably| oh i havent seen [ITEM] Hitchcock was a master at scaring the pants off folks, of course.| what is it about?| i love Hitchcock when im in the mood :D These birds just seem to randomly start attacking people. I think there was some reason for it, but I don't remember that much. I just remember it was scary.||||||||||||||||
 i have seen [ITEM] its creepy| Hello Hello! What kind of movies aree you into?| i love classic movies| do you know some good ones I know lots of movies. Any particular genre you are in the mood for? Horror? Comedy?| I re-watched [ITEM] recently Maybe [ITEM] is a good reference| We saw it again because we have been watching that new show Cobra Kai which is fantastic.| Thats a great move myagi-son| :D I love [ITEM] . If you like that movie, you'd love [ITEM] or [ITEM] .| something else probably| oh i havent seen [ITEM] Hitchcock was a master at scaring the pants off folks, of course.| what is it about?| i love Hitchcock when im in the mood :D These birds just seem to randomly start attacking people. I think there was some reason for it, but I don't remember that much. I just remember it was scary.| You would probably like something from Stephen King. I would recommend [ITEM] . i think thats a great choice for me!| Okay! I'm glad I could help you!||||||||||||||
 You too all best!| Hello Hello! What kind of movies aree you into?| i love classic movies| do you know some good ones I know lots of movies. Any particular genre you are in the mood for? Horror? Comedy?| I re-watched [ITEM] recently Maybe [ITEM] is a good reference| We saw it again because we have been watching that new show Cobra Kai which is fantastic.| Thats a great move myagi-son| :D I love [ITEM] . If you like that movie, you'd love [ITEM] or [ITEM] .| something else probably| oh i havent seen [ITEM] Hitchcock was a master at scaring the pants off folks, of course.| what is it about?| i love Hitchcock when im in the mood :D These birds just seem to randomly start attacking people. I think there was some reason for it, but I don't remember that much. I just remember it was scary.| You would probably like something from Stephen King. I would recommend [ITEM] . i think thats a great choice for me!| Okay! I'm glad I could help you!| i have seen [ITEM] its creepy| :D Enjoy your movie and have a great day! Goodbye.||||||||||||
 I would like a cheesy comedy.| Hello Good morning| Can you recommend a good movie for me? what movie genres are you in the mood today?|||||||||||||||||||||||||
 I watched [ITEM] around Christmas so I don't want to see that. I haven't seen [ITEM] . Was it good?| Hello Good morning| Can you recommend a good movie for me? what movie genres are you in the mood today?| I would like a cheesy comedy.| Something along the lines of [ITEM] Have you heard of [ITEM] or [ITEM]|||||||||||||||||||||||
 Its okay lets say :D I never saw [ITEM] and I thought I'd seen all of Adam Sandler's movies.| Hello Good morning| Can you recommend a good movie for me? what movie genres are you in the mood today?| I would like a cheesy comedy.| Something along the lines of [ITEM] Have you heard of [ITEM] or [ITEM]| I watched [ITEM] around Christmas so I don't want to see that. I haven't seen [ITEM] . Was it good?| Oh i remembered [ITEM] is gread! i really love Adam Sandler|||||||||||||||||||||
 you will not regret it! Have a great day! Goodbye!| Hello Good morning| Can you recommend a good movie for me? what movie genres are you in the mood today?| I would like a cheesy comedy.| Something along the lines of [ITEM] Have you heard of [ITEM] or [ITEM]| I watched [ITEM] around Christmas so I don't want to see that. I haven't seen [ITEM] . Was it good?| Oh i remembered [ITEM] is gread! i really love Adam Sandler| Its okay lets say :D I never saw [ITEM] and I thought I'd seen all of Adam Sandler's movies.| I don't know how I missed it. I'll look that up. Thank you for the help. I appreciate it. No problem anytime!|||||||||||||||||||
 The [ITEM] Was great| hi Hello| I need a good comedy my friends are coming for the night Do you know some good ones? [ITEM] is fun|||||||||||||||||||||||||
 maybe even get weird and go [ITEM] or [ITEM] ? [ITEM] was good, we are all Europeans so i think its a bit strange for us to watch :D| hi Hello| I need a good comedy my friends are coming for the night Do you know some good ones? [ITEM] is fun| The [ITEM] Was great| something quotable and forgotten like [ITEM] ?|||||||||||||||||||||||
 have a great night! you too bye!| hi Hello| I need a good comedy my friends are coming for the night Do you know some good ones? [ITEM] is fun| The [ITEM] Was great| something quotable and forgotten like [ITEM] ?| maybe even get weird and go [ITEM] or [ITEM] ? [ITEM] was good, we are all Europeans so i think its a bit strange for us to watch :D| But i think we will watch [ITEM] i think it will be a great night THanks! you too!|||||||||||||||||||||
 what genres are you in the mood for today? I'm in the mood for a suspenseful movie.| Hello! Hello||||||||||||||||||||||||||
 good movie type Yes. I like the movies that keep you on the edge of your seat.| Hello! Hello| what genres are you in the mood for today? I'm in the mood for a suspenseful movie.| Something along the lines of [ITEM] ah||||||||||||||||||||||||
 Seven is a brad pitt classic I've seen both of those, but I haven't seen [ITEM] in years. Isn't that the one with the seven deadly sins as a theme?| Hello! Hello| what genres are you in the mood for today? I'm in the mood for a suspenseful movie.| Something along the lines of [ITEM] ah| good movie type Yes. I like the movies that keep you on the edge of your seat.| Have you heard of [ITEM] or [ITEM]||||||||||||||||||||||
 I loved [ITEM] .| Hello! Hello| what genres are you in the mood for today? I'm in the mood for a suspenseful movie.| Something along the lines of [ITEM] ah| good movie type Yes. I like the movies that keep you on the edge of your seat.| Have you heard of [ITEM] or [ITEM]| Seven is a brad pitt classic I've seen both of those, but I haven't seen [ITEM] in years. Isn't that the one with the seven deadly sins as a theme?| [ITEM] isn't my cup of tea. I'm usually not adverse to gore, but the scene where the man eats so much and busts his gut just did something to me. Haha! Yes it is, a serial killer movie||||||||||||||||||||
 Oh, yes. That one is great!| Hello! Hello| what genres are you in the mood for today? I'm in the mood for a suspenseful movie.| Something along the lines of [ITEM] ah| good movie type Yes. I like the movies that keep you on the edge of your seat.| Have you heard of [ITEM] or [ITEM]| Seven is a brad pitt classic I've seen both of those, but I haven't seen [ITEM] in years. Isn't that the one with the seven deadly sins as a theme?| [ITEM] isn't my cup of tea. I'm usually not adverse to gore, but the scene where the man eats so much and busts his gut just did something to me. Haha! Yes it is, a serial killer movie| I loved [ITEM] .| Have you seen [ITEM]||||||||||||||||||
 Goodbye!| Hello! Hello| what genres are you in the mood for today? I'm in the mood for a suspenseful movie.| Something along the lines of [ITEM] ah| good movie type Yes. I like the movies that keep you on the edge of your seat.| Have you heard of [ITEM] or [ITEM]| Seven is a brad pitt classic I've seen both of those, but I haven't seen [ITEM] in years. Isn't that the one with the seven deadly sins as a theme?| [ITEM] isn't my cup of tea. I'm usually not adverse to gore, but the scene where the man eats so much and busts his gut just did something to me. Haha! Yes it is, a serial killer movie| I loved [ITEM] .| Have you seen [ITEM]| Oh, yes. That one is great!| I might re-watch it. Thanks for the suggestion! It is appreciated. No problem anytime||||||||||||||||
 Do you like Johnny Depp I do sometimes| hello Hello||||||||||||||||||||||||||
 Like i enjoyed both of those| hello Hello| Do you like Johnny Depp I do sometimes| i liked [ITEM] Then [ITEM] or [ITEM] you whould probably liek||||||||||||||||||||||||
 oh Maybe [ITEM] or [ITEM] i liked blo| hello Hello| Do you like Johnny Depp I do sometimes| i liked [ITEM] Then [ITEM] or [ITEM] you whould probably liek| Like i enjoyed both of those| Have you seen them?||||||||||||||||||||||
 I just saw [ITEM] with my family. Can you recommend other movies like it for my family to watch?| Hello Hi| What kind of movies are looking for?|||||||||||||||||||||||||
 I have seen that but my kids haven't. I forgot about that movie. That is a great idea! I need to watch it with them!| Hello Hi| What kind of movies are looking for?| I just saw [ITEM] with my family. Can you recommend other movies like it for my family to watch?| Have you seen [ITEM] ?|||||||||||||||||||||||
 I don't think I have seen that one.| Hello Hi| What kind of movies are looking for?| I just saw [ITEM] with my family. Can you recommend other movies like it for my family to watch?| Have you seen [ITEM] ?| I have seen that but my kids haven't. I forgot about that movie. That is a great idea! I need to watch it with them!| Of course, a good family movie is [ITEM]|||||||||||||||||||||
 It is my pleasure can help you I haven't seen that one either. Is is similar to [ITEM] ?| Hello Hi| What kind of movies are looking for?| I just saw [ITEM] with my family. Can you recommend other movies like it for my family to watch?| Have you seen [ITEM] ?| I have seen that but my kids haven't. I forgot about that movie. That is a great idea! I need to watch it with them!| Of course, a good family movie is [ITEM]| I don't think I have seen that one.| Yes, other great movie for the family is [ITEM]|||||||||||||||||||
 Thank you! We will have to check those movies out.| Hello Hi| What kind of movies are looking for?| I just saw [ITEM] with my family. Can you recommend other movies like it for my family to watch?| Have you seen [ITEM] ?| I have seen that but my kids haven't. I forgot about that movie. That is a great idea! I need to watch it with them!| Of course, a good family movie is [ITEM]| I don't think I have seen that one.| Yes, other great movie for the family is [ITEM]| It is my pleasure can help you I haven't seen that one either. Is is similar to [ITEM] ?| It is a good movie!!|||||||||||||||||
 What kind of movies do you like? how are you?| hi Hello!||||||||||||||||||||||||||
 i really enjoyed [ITEM] and [ITEM]| hi Hello!| What kind of movies do you like? how are you?| I'm great. You?||||||||||||||||||||||||
 I have| hi Hello!| What kind of movies do you like? how are you?| I'm great. You?| i really enjoyed [ITEM] and [ITEM]| I'm doing good Have you seen [ITEM] or [ITEM] ?||||||||||||||||||||||
 Did I say I enjoyed [ITEM] and [ITEM] already?| hi Hello!| What kind of movies do you like? how are you?| I'm great. You?| i really enjoyed [ITEM] and [ITEM]| I'm doing good Have you seen [ITEM] or [ITEM] ?| I have| I quite enjoyed both They are great movies!||||||||||||||||||||
 loved it!| hi Hello!| What kind of movies do you like? how are you?| I'm great. You?| i really enjoyed [ITEM] and [ITEM]| I'm doing good Have you seen [ITEM] or [ITEM] ?| I have| I quite enjoyed both They are great movies!| Did I say I enjoyed [ITEM] and [ITEM] already?| Another great movie is [ITEM] .||||||||||||||||||
 I really liked the movie [ITEM] Can you suggest any other movies like it?| hello Hi there!| what types of films do you enjoy?|||||||||||||||||||||||||
 or [ITEM] ? I haven't seen [ITEM] but I've heard good things about it.| hello Hi there!| what types of films do you enjoy?| I really liked the movie [ITEM] Can you suggest any other movies like it?| have you seen [ITEM]|||||||||||||||||||||||
 [ITEM] is good too I saw [ITEM] years ago. Maybe I should watch it again.| hello Hi there!| what types of films do you enjoy?| I really liked the movie [ITEM] Can you suggest any other movies like it?| have you seen [ITEM]| or [ITEM] ? I haven't seen [ITEM] but I've heard good things about it.| it is heartbreaking|||||||||||||||||||||
 well hopefully I helped Yes you did! Thank you!| hello Hi there!| what types of films do you enjoy?| I really liked the movie [ITEM] Can you suggest any other movies like it?| have you seen [ITEM]| or [ITEM] ? I haven't seen [ITEM] but I've heard good things about it.| it is heartbreaking| [ITEM] is good too I saw [ITEM] years ago. Maybe I should watch it again.| I've never seen [ITEM] but I have read the book. I'll have to check out the movie too. It's worth watching!|||||||||||||||||||
 I really liked [ITEM] and [ITEM] - looking for something like that| Hello. How are you today? Great, thanks! And you?| I'm good. Can I recommend some movies for you? What kind do you like?|||||||||||||||||||||||||
 I have seen that one! Just recently - I liked it a lot!| Hello. How are you today? Great, thanks! And you?| I'm good. Can I recommend some movies for you? What kind do you like?| I really liked [ITEM] and [ITEM] - looking for something like that| Have you seen [ITEM] ? That one was great!|||||||||||||||||||||||
 [ITEM] is a classic one that I like, too!| Hello. How are you today? Great, thanks! And you?| I'm good. Can I recommend some movies for you? What kind do you like?| I really liked [ITEM] and [ITEM] - looking for something like that| Have you seen [ITEM] ? That one was great!| I have seen that one! Just recently - I liked it a lot!| Another great one is [ITEM]|||||||||||||||||||||
 Thanks for the ideas- have a good day!| Hello. How are you today? Great, thanks! And you?| I'm good. Can I recommend some movies for you? What kind do you like?| I really liked [ITEM] and [ITEM] - looking for something like that| Have you seen [ITEM] ? That one was great!| I have seen that one! Just recently - I liked it a lot!| Another great one is [ITEM]| [ITEM] is a classic one that I like, too!| Oh yeah! That's a good one! That is a good movie!|||||||||||||||||||
 Goodbye! :)| Hello. How are you today? Great, thanks! And you?| I'm good. Can I recommend some movies for you? What kind do you like?| I really liked [ITEM] and [ITEM] - looking for something like that| Have you seen [ITEM] ? That one was great!| I have seen that one! Just recently - I liked it a lot!| Another great one is [ITEM]| [ITEM] is a classic one that I like, too!| Oh yeah! That's a good one! That is a good movie!| Thanks for the ideas- have a good day!| You're welcome. You have a great day too!|||||||||||||||||
 comedies and documentaries mostly| Hello hi| WHat kind of movies do you like|||||||||||||||||||||||||
 have you seen [ITEM] or [ITEM] Both good documentaries i havent!| Hello hi| WHat kind of movies do you like| comedies and documentaries mostly| just watched [ITEM] again nice movie|||||||||||||||||||||||
 Yes :D let me think of comedies also i have a few great ones [ITEM] or [ITEM] Love both of those!| Hello hi| WHat kind of movies do you like| comedies and documentaries mostly| just watched [ITEM] again nice movie| have you seen [ITEM] or [ITEM] Both good documentaries i havent!| is the one about the tightrope walker? or some comedy...hmm|||||||||||||||||||||
 Might have to check out Man on a Wire| Hello hi| WHat kind of movies do you like| comedies and documentaries mostly| just watched [ITEM] again nice movie| have you seen [ITEM] or [ITEM] Both good documentaries i havent!| is the one about the tightrope walker? or some comedy...hmm| Yes :D let me think of comedies also i have a few great ones [ITEM] or [ITEM] Love both of those!| [ITEM] is both documentary and comedy :D|||||||||||||||||||
 No problem anytime Goodbye! bye!| Hello hi| WHat kind of movies do you like| comedies and documentaries mostly| just watched [ITEM] again nice movie| have you seen [ITEM] or [ITEM] Both good documentaries i havent!| is the one about the tightrope walker? or some comedy...hmm| Yes :D let me think of comedies also i have a few great ones [ITEM] or [ITEM] Love both of those!| [ITEM] is both documentary and comedy :D| Might have to check out Man on a Wire| thank you! oh great!|||||||||||||||||
 i need a good movie to watch with my kid| hi Hi| what kind of movies do you enjoy?|||||||||||||||||||||||||
 or even [ITEM] ? [ITEM] is a great middle ground We have seen [ITEM] its great, and not just for kids :D| hi Hi| what kind of movies do you enjoy?| i need a good movie to watch with my kid| so pg13 movies are great have you seen [ITEM] ?|||||||||||||||||||||||
 [ITEM] hmm maybe not i dont like that one| hi Hi| what kind of movies do you enjoy?| i need a good movie to watch with my kid| so pg13 movies are great have you seen [ITEM] ?| or even [ITEM] ? [ITEM] is a great middle ground We have seen [ITEM] its great, and not just for kids :D| [ITEM] was great!|||||||||||||||||||||
 hopefully i helped! you did a lot Thanks again| hi Hi| what kind of movies do you enjoy?| i need a good movie to watch with my kid| so pg13 movies are great have you seen [ITEM] ?| or even [ITEM] ? [ITEM] is a great middle ground We have seen [ITEM] its great, and not just for kids :D| [ITEM] was great!| [ITEM] hmm maybe not i dont like that one| Yes i like [ITEM] too, and its a good choice! Since my kid havent seen it Thats a great recommendation Thanks! [ITEM] would be great to help your kiddo catch up on the story too|||||||||||||||||||
 horrors and thrillers and mysteries| hi Hello! What sort of movies do you enjoy?||||||||||||||||||||||||||
 I didn't! was it good?| hi Hello! What sort of movies do you enjoy?| horrors and thrillers and mysteries| i liked [ITEM] and [ITEM] Oh, that's one of my favorite genres. Did you get a chance to see [ITEM] ?||||||||||||||||||||||||
 psychological really| hi Hello! What sort of movies do you enjoy?| horrors and thrillers and mysteries| i liked [ITEM] and [ITEM] Oh, that's one of my favorite genres. Did you get a chance to see [ITEM] ?| I didn't! was it good?| I think it was a little graphic, but a lot of people seemed to enjoy it. Do you prefer horrors and thrillers with a lot of gore, or more psychological?||||||||||||||||||||||
 Thank you! :-) I'll have to give those a look! I enjoy a good mind bend| hi Hello! What sort of movies do you enjoy?| horrors and thrillers and mysteries| i liked [ITEM] and [ITEM] Oh, that's one of my favorite genres. Did you get a chance to see [ITEM] ?| I didn't! was it good?| I think it was a little graphic, but a lot of people seemed to enjoy it. Do you prefer horrors and thrillers with a lot of gore, or more psychological?| psychological really| good question Ah, I see. You might enjoy [ITEM] ; it's on Netflix and is definitely more of a psychological type. It's sort of like [ITEM] , which is older but kind of along the same lines where people are trapped and have to find a way out, usually at the demise of others.||||||||||||||||||||
 Can you help me find movies like those?| hi HI how are you?| I really liked the movies [ITEM] and [ITEM] . yeah [ITEM] was great movie|||||||||||||||||||||||||
 Can you suggest any particular ones?| hi HI how are you?| I really liked the movies [ITEM] and [ITEM] . yeah [ITEM] was great movie| Can you help me find movies like those?| oh well all marvels movies maybe like you as [ITEM] do|||||||||||||||||||||||
 I've seen [ITEM] but I haven't seen [ITEM]| hi HI how are you?| I really liked the movies [ITEM] and [ITEM] . yeah [ITEM] was great movie| Can you help me find movies like those?| oh well all marvels movies maybe like you as [ITEM] do| Can you suggest any particular ones?| yes [ITEM] and [ITEM]|||||||||||||||||||||
 Yes! I haven't seen that last one either but I do need to see both.| hi HI how are you?| I really liked the movies [ITEM] and [ITEM] . yeah [ITEM] was great movie| Can you help me find movies like those?| oh well all marvels movies maybe like you as [ITEM] do| Can you suggest any particular ones?| yes [ITEM] and [ITEM]| I've seen [ITEM] but I haven't seen [ITEM]| [ITEM] was great! Have you seen the sequels? [ITEM] is a geat movie you need to saw it before [ITEM]|||||||||||||||||||
 I need a funny movie to watch with my ex| Hello Hello! What kind of movie are you in the mood to see today?||||||||||||||||||||||||||
 Romantic comedy maybe| Hello Hello! What kind of movie are you in the mood to see today?| I need a funny movie to watch with my ex| i think i will win her over again A funny movie to see with your ex? Let me think.||||||||||||||||||||||||
 We have watched that on our second date date| Hello Hello! What kind of movie are you in the mood to see today?| I need a funny movie to watch with my ex| i think i will win her over again A funny movie to see with your ex? Let me think.| Romantic comedy maybe| its kinda lame but i love her How about something romantic like [ITEM] ?||||||||||||||||||||||
 Oh, I loved that movie! Such an awesome soundtrack. Thats a great movie Julia is great!| Hello Hello! What kind of movie are you in the mood to see today?| I need a funny movie to watch with my ex| i think i will win her over again A funny movie to see with your ex? Let me think.| Romantic comedy maybe| its kinda lame but i love her How about something romantic like [ITEM] ?| We have watched that on our second date date| its okay maybe something like [ITEM] Of course, if you like romance, you can't beat [ITEM] .||||||||||||||||||||
 Yes i havend seen that on, but i have heard of it| Hello Hello! What kind of movie are you in the mood to see today?| I need a funny movie to watch with my ex| i think i will win her over again A funny movie to see with your ex? Let me think.| Romantic comedy maybe| its kinda lame but i love her How about something romantic like [ITEM] ?| We have watched that on our second date date| its okay maybe something like [ITEM] Of course, if you like romance, you can't beat [ITEM] .| Oh, I loved that movie! Such an awesome soundtrack. Thats a great movie Julia is great!| You could see [ITEM] if you like musicals.||||||||||||||||||
 Thank you! You have a great day. Good bye! You too! Bye!| Hello Hello! What kind of movie are you in the mood to see today?| I need a funny movie to watch with my ex| i think i will win her over again A funny movie to see with your ex? Let me think.| Romantic comedy maybe| its kinda lame but i love her How about something romantic like [ITEM] ?| We have watched that on our second date date| its okay maybe something like [ITEM] Of course, if you like romance, you can't beat [ITEM] .| Oh, I loved that movie! Such an awesome soundtrack. Thats a great movie Julia is great!| You could see [ITEM] if you like musicals.| Yes i havend seen that on, but i have heard of it| thats a good recommendation i think for now thanks It is good. You would like it.||||||||||||||||
 I do| hello how are you? Hi. Great. Do you like Westerns?||||||||||||||||||||||||||
 I also enjoyed [ITEM]| hello how are you? Hi. Great. Do you like Westerns?| I do| I just saw [ITEM] and it was awesome.||||||||||||||||||||||||
 I havent!| hello how are you? Hi. Great. Do you like Westerns?| I do| I just saw [ITEM] and it was awesome.| I also enjoyed [ITEM]| I enjoyed that as well! Did you see the original [ITEM]||||||||||||||||||||||
 I mean it's better than the remake Well that's not too hard hah| hello how are you? Hi. Great. Do you like Westerns?| I do| I just saw [ITEM] and it was awesome.| I also enjoyed [ITEM]| I enjoyed that as well! Did you see the original [ITEM]| I havent!| does it hold up? It's better than the original. But I like the old-timey actors like Glenn Ford||||||||||||||||||||
 I also liked [ITEM]| hello how are you? Hi. Great. Do you like Westerns?| I do| I just saw [ITEM] and it was awesome.| I also enjoyed [ITEM]| I enjoyed that as well! Did you see the original [ITEM]| I havent!| does it hold up? It's better than the original. But I like the old-timey actors like Glenn Ford| I mean it's better than the remake Well that's not too hard hah| And Jeff Bridges in [ITEM]||||||||||||||||||
 I haven't. What are they called?| hello Hi!| I really liked the movie [ITEM] Can you suggest any other movies like it? [ITEM] was a great movie, did you see the secuels?|||||||||||||||||||||||||
 I'll have to check those out. Do you have any other movie recommendations?| hello Hi!| I really liked the movie [ITEM] Can you suggest any other movies like it? [ITEM] was a great movie, did you see the secuels?| I haven't. What are they called?| [ITEM] and [ITEM] are my favorites|||||||||||||||||||||||
 I've seen all those movies! They are great!| hello Hi!| I really liked the movie [ITEM] Can you suggest any other movies like it? [ITEM] was a great movie, did you see the secuels?| I haven't. What are they called?| [ITEM] and [ITEM] are my favorites| I'll have to check those out. Do you have any other movie recommendations?| well you maybe have to check for [ITEM] and [ITEM]|||||||||||||||||||||
 A Documentary would be great!| Good morning. How are you? Are you looking for a movie to watch? Yes please| if good you? im* I'm doing good. What kind of movie are you looking for? I can make general suggestions if you like, too.|||||||||||||||||||||||||
 Thats the one with the guy walking on one?| Good morning. How are you? Are you looking for a movie to watch? Yes please| if good you? im* I'm doing good. What kind of movie are you looking for? I can make general suggestions if you like, too.| A Documentary would be great!| im a nerdy guy :D Okay. How about [ITEM] ? I saw that and enjoyed it. Don't watch it if you are scared of heights, though.|||||||||||||||||||||||
 I liked [ITEM] also| Good morning. How are you? Are you looking for a movie to watch? Yes please| if good you? im* I'm doing good. What kind of movie are you looking for? I can make general suggestions if you like, too.| A Documentary would be great!| im a nerdy guy :D Okay. How about [ITEM] ? I saw that and enjoyed it. Don't watch it if you are scared of heights, though.| Thats the one with the guy walking on one?| i have seen that one, good movie tho! Yes, it is.|||||||||||||||||||||
